date,year,month,quarter,segment,sample_count,depth_bins_1m,effective_spacing_m,mae,rmse,r2,stable_day,stability_threshold,data_status
2023-11-14,2023,11,Q4,full_year_stable,10303,3482,1.1106,0.0551,0.0939,0.992,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-15,2023,11,Q4,full_year_stable,11480,3576,1.0814,0.0492,0.1015,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-16,2023,11,Q4,full_year_stable,10457,3540,1.0924,0.0479,0.0977,0.9921,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-17,2023,11,Q4,full_year_stable,11253,3551,1.089,0.0541,0.0913,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-18,2023,11,Q4,full_year_stable,11084,3595,1.0757,0.0508,0.0936,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-19,2023,11,Q4,full_year_stable,9958,3660,1.0566,0.0501,0.1017,0.9913,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-20,2023,11,Q4,full_year_stable,10342,3541,1.0921,0.0477,0.0854,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-21,2023,11,Q4,full_year_stable,11252,3563,1.0853,0.0478,0.0842,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-22,2023,11,Q4,full_year_stable,10247,3624,1.0671,0.0375,0.0874,0.996,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-23,2023,11,Q4,full_year_stable,10101,3614,1.07,0.0435,0.0863,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-24,2023,11,Q4,full_year_stable,10551,3585,1.0787,0.0402,0.092,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-25,2023,11,Q4,full_year_stable,10412,3583,1.0793,0.0395,0.088,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-26,2023,11,Q4,full_year_stable,10843,3632,1.0647,0.0417,0.0824,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-27,2023,11,Q4,full_year_stable,10529,3571,1.0829,0.0455,0.072,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-28,2023,11,Q4,full_year_stable,10837,3625,1.0668,0.0426,0.0822,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-29,2023,11,Q4,full_year_stable,10796,3532,1.0948,0.0435,0.0885,0.9954,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-11-30,2023,11,Q4,full_year_stable,10837,3517,1.0995,0.041,0.0714,0.9954,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-01,2023,12,Q4,full_year_stable,10344,3529,1.0958,0.0409,0.0681,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-02,2023,12,Q4,full_year_stable,11192,3661,1.0563,0.0405,0.0829,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-03,2023,12,Q4,full_year_stable,10986,3625,1.0668,0.0492,0.0929,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-04,2023,12,Q4,full_year_stable,10520,3630,1.0653,0.0506,0.0987,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-05,2023,12,Q4,full_year_stable,10125,3672,1.0531,0.0451,0.0754,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-06,2023,12,Q4,full_year_stable,10910,3654,1.0583,0.0438,0.0921,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-07,2023,12,Q4,full_year_stable,11243,3646,1.0606,0.0449,0.0767,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-08,2023,12,Q4,full_year_stable,10258,3611,1.0709,0.0401,0.0925,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-09,2023,12,Q4,full_year_stable,9899,3584,1.079,0.0473,0.0988,0.9929,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-10,2023,12,Q4,full_year_stable,11308,3521,1.0983,0.0415,0.0941,0.9948,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-11,2023,12,Q4,full_year_stable,10554,3560,1.0862,0.0436,0.0835,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-12,2023,12,Q4,full_year_stable,11029,3654,1.0583,0.043,0.0744,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-13,2023,12,Q4,full_year_stable,10585,3569,1.0835,0.0422,0.0794,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-14,2023,12,Q4,full_year_stable,10886,3652,1.0589,0.0407,0.0795,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-15,2023,12,Q4,full_year_stable,10056,3655,1.058,0.0409,0.0908,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-16,2023,12,Q4,full_year_stable,10351,3597,1.0751,0.0459,0.0894,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-17,2023,12,Q4,full_year_stable,11225,3596,1.0754,0.0491,0.0902,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-18,2023,12,Q4,full_year_stable,11145,3619,1.0685,0.0432,0.0924,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-19,2023,12,Q4,full_year_stable,9989,3579,1.0805,0.0412,0.0748,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-20,2023,12,Q4,full_year_stable,10694,3544,1.0911,0.0392,0.0667,0.9921,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-21,2023,12,Q4,full_year_stable,10567,3603,1.0733,0.0477,0.0914,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-22,2023,12,Q4,full_year_stable,10386,3606,1.0724,0.0375,0.0786,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-23,2023,12,Q4,full_year_stable,10709,3618,1.0688,0.0423,0.0735,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-24,2023,12,Q4,full_year_stable,11197,3623,1.0673,0.0459,0.0917,0.9951,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-25,2023,12,Q4,full_year_stable,9773,3640,1.0624,0.0354,0.0857,0.9951,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-26,2023,12,Q4,full_year_stable,10939,3628,1.0659,0.032,0.0716,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-27,2023,12,Q4,full_year_stable,10730,3593,1.0763,0.0294,0.0635,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-28,2023,12,Q4,full_year_stable,10523,3632,1.0647,0.0292,0.0727,0.9952,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-29,2023,12,Q4,full_year_stable,11424,3674,1.0525,0.0391,0.088,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-30,2023,12,Q4,full_year_stable,10028,3624,1.0671,0.0414,0.0734,0.9952,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2023-12-31,2023,12,Q4,full_year_stable,10336,3666,1.0548,0.0378,0.0717,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-01,2024,1,Q1,H1_stable,10558,3658,1.0571,0.0394,0.0801,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-02,2024,1,Q1,H1_stable,11321,3555,1.0878,0.0334,0.0683,0.9961,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-03,2024,1,Q1,H1_stable,11106,3642,1.0618,0.0358,0.0659,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-04,2024,1,Q1,H1_stable,10380,3650,1.0595,0.0362,0.0769,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-05,2024,1,Q1,H1_stable,10403,3655,1.058,0.0374,0.0647,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-06,2024,1,Q1,H1_stable,11335,3614,1.07,0.0493,0.0776,0.9938,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-07,2024,1,Q1,H1_stable,10856,3734,1.0356,0.046,0.0761,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-08,2024,1,Q1,H1_stable,10604,3608,1.0718,0.0464,0.0729,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-09,2024,1,Q1,H1_stable,11280,3634,1.0641,0.0461,0.0686,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-10,2024,1,Q1,H1_stable,10450,3627,1.0662,0.0416,0.0649,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-11,2024,1,Q1,H1_stable,11701,3657,1.0574,0.0391,0.0786,0.9959,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-12,2024,1,Q1,H1_stable,11178,3673,1.0528,0.0424,0.072,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-13,2024,1,Q1,H1_stable,11141,3638,1.0629,0.0487,0.073,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-14,2024,1,Q1,H1_stable,11245,3706,1.0434,0.0492,0.0781,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-15,2024,1,Q1,H1_stable,11082,3655,1.058,0.0441,0.0873,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-16,2024,1,Q1,H1_stable,10203,3658,1.0571,0.0449,0.0659,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-17,2024,1,Q1,H1_stable,10337,3624,1.0671,0.0436,0.0913,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-18,2024,1,Q1,H1_stable,11293,3651,1.0592,0.0392,0.0789,0.9948,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-19,2024,1,Q1,H1_stable,10339,3682,1.0502,0.0408,0.0736,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-20,2024,1,Q1,H1_stable,11124,3561,1.0859,0.0377,0.0732,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-21,2024,1,Q1,H1_stable,11084,3655,1.058,0.0375,0.0708,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-22,2024,1,Q1,H1_stable,11054,3635,1.0638,0.0387,0.074,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-23,2024,1,Q1,H1_stable,12531,3660,1.0566,0.0388,0.0859,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-24,2024,1,Q1,H1_stable,11672,3636,1.0635,0.0301,0.0737,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-25,2024,1,Q1,H1_stable,11458,3638,1.0629,0.0374,0.0674,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-26,2024,1,Q1,H1_stable,11204,3699,1.0454,0.0359,0.0678,0.9975,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-27,2024,1,Q1,H1_stable,11198,3611,1.0709,0.0383,0.078,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-28,2024,1,Q1,H1_stable,10924,3632,1.0647,0.0369,0.0754,0.9938,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-29,2024,1,Q1,H1_stable,10037,3674,1.0525,0.0366,0.0853,0.9964,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-30,2024,1,Q1,H1_stable,11583,3664,1.0554,0.0341,0.0741,0.9963,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-01-31,2024,1,Q1,H1_stable,10722,3683,1.05,0.0354,0.0841,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-01,2024,2,Q1,H1_stable,10881,3604,1.073,0.0393,0.0657,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-02,2024,2,Q1,H1_stable,11496,3690,1.048,0.0395,0.0815,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-03,2024,2,Q1,H1_stable,10882,3665,1.0551,0.0375,0.0699,0.9945,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-04,2024,2,Q1,H1_stable,11395,3706,1.0434,0.043,0.0825,0.994,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-05,2024,2,Q1,H1_stable,9882,3706,1.0434,0.0425,0.0691,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-06,2024,2,Q1,H1_stable,10893,3586,1.0784,0.0436,0.0707,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-07,2024,2,Q1,H1_stable,11570,3526,1.0967,0.038,0.0689,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-08,2024,2,Q1,H1_stable,10900,3605,1.0727,0.0368,0.0729,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-09,2024,2,Q1,H1_stable,11751,3626,1.0665,0.0371,0.0655,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-10,2024,2,Q1,H1_stable,11399,3685,1.0494,0.0413,0.0669,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-11,2024,2,Q1,H1_stable,11291,3669,1.054,0.0378,0.0733,0.9951,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-12,2024,2,Q1,H1_stable,11693,3631,1.065,0.0381,0.0851,0.9954,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-13,2024,2,Q1,H1_stable,11723,3660,1.0566,0.0446,0.0791,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-14,2024,2,Q1,H1_stable,11508,3714,1.0412,0.0485,0.0878,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-15,2024,2,Q1,H1_stable,11300,3718,1.0401,0.05,0.0977,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-16,2024,2,Q1,H1_stable,11391,3612,1.0706,0.0434,0.0839,0.9948,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-17,2024,2,Q1,H1_stable,11495,3709,1.0426,0.0454,0.0792,0.9927,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-18,2024,2,Q1,H1_stable,11079,3682,1.0502,0.0526,0.093,0.9928,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-19,2024,2,Q1,H1_stable,11311,3678,1.0514,0.0427,0.0944,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-20,2024,2,Q1,H1_stable,10741,3695,1.0465,0.0418,0.0782,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-21,2024,2,Q1,H1_stable,11895,3730,1.0367,0.0445,0.0868,0.9944,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-22,2024,2,Q1,H1_stable,11422,3649,1.0597,0.0438,0.0761,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-23,2024,2,Q1,H1_stable,10464,3678,1.0514,0.0356,0.0789,0.9959,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-24,2024,2,Q1,H1_stable,12554,3722,1.039,0.0423,0.0674,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-25,2024,2,Q1,H1_stable,10637,3636,1.0635,0.0412,0.0862,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-26,2024,2,Q1,H1_stable,10485,3653,1.0586,0.042,0.0703,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-27,2024,2,Q1,H1_stable,11815,3649,1.0597,0.0461,0.0891,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-28,2024,2,Q1,H1_stable,11538,3734,1.0356,0.0389,0.0615,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-02-29,2024,2,Q1,H1_stable,10740,3668,1.0543,0.0333,0.0794,0.9934,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-01,2024,3,Q1,H1_stable,11189,3673,1.0528,0.0446,0.0941,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-02,2024,3,Q1,H1_stable,11212,3686,1.0491,0.0485,0.0935,0.9909,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-03,2024,3,Q1,H1_stable,11202,3592,1.0766,0.0468,0.0886,0.9967,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-04,2024,3,Q1,H1_stable,11351,3614,1.07,0.0502,0.0894,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-05,2024,3,Q1,H1_stable,11967,3589,1.0775,0.0569,0.1014,0.9917,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-06,2024,3,Q1,H1_stable,10656,3616,1.0694,0.0539,0.0916,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-07,2024,3,Q1,H1_stable,12338,3643,1.0615,0.0504,0.0839,0.9932,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-08,2024,3,Q1,H1_stable,11403,3686,1.0491,0.051,0.0863,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-09,2024,3,Q1,H1_stable,11357,3662,1.056,0.0449,0.0755,0.9915,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-10,2024,3,Q1,H1_stable,12038,3631,1.065,0.0431,0.0861,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-11,2024,3,Q1,H1_stable,10699,3675,1.0522,0.0496,0.0942,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-12,2024,3,Q1,H1_stable,11673,3615,1.0697,0.041,0.0795,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-13,2024,3,Q1,H1_stable,11273,3646,1.0606,0.0432,0.0739,0.9965,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-14,2024,3,Q1,H1_stable,10666,3691,1.0477,0.0436,0.0831,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-15,2024,3,Q1,H1_stable,11562,3655,1.058,0.04,0.0678,0.9955,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-16,2024,3,Q1,H1_stable,11287,3627,1.0662,0.0448,0.0778,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-17,2024,3,Q1,H1_stable,12152,3649,1.0597,0.045,0.0919,0.9952,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-18,2024,3,Q1,H1_stable,11460,3607,1.0721,0.0448,0.0777,0.9953,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-19,2024,3,Q1,H1_stable,12526,3640,1.0624,0.0362,0.0835,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-20,2024,3,Q1,H1_stable,11953,3652,1.0589,0.0356,0.0769,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-21,2024,3,Q1,H1_stable,11531,3674,1.0525,0.0416,0.0721,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-22,2024,3,Q1,H1_stable,11633,3643,1.0615,0.0409,0.065,0.9946,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-23,2024,3,Q1,H1_stable,11401,3642,1.0618,0.0429,0.0661,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-24,2024,3,Q1,H1_stable,12012,3669,1.054,0.0398,0.0685,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-25,2024,3,Q1,H1_stable,12157,3679,1.0511,0.0418,0.0768,0.9948,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-26,2024,3,Q1,H1_stable,11014,3702,1.0446,0.0451,0.0853,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-27,2024,3,Q1,H1_stable,12049,3597,1.0751,0.0421,0.0656,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-28,2024,3,Q1,H1_stable,11802,3597,1.0751,0.0405,0.0883,0.9936,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-29,2024,3,Q1,H1_stable,11521,3640,1.0624,0.0365,0.0823,0.9961,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-30,2024,3,Q1,H1_stable,11706,3644,1.0612,0.0411,0.09,0.9961,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-03-31,2024,3,Q1,H1_stable,11320,3740,1.034,0.0458,0.0879,0.996,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-01,2024,4,Q2,H1_stable,11185,3676,1.052,0.0493,0.0961,0.9943,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-02,2024,4,Q2,H1_stable,10764,3626,1.0665,0.0484,0.0899,0.9933,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-03,2024,4,Q2,H1_stable,12119,3657,1.0574,0.0474,0.0843,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-04,2024,4,Q2,H1_stable,12358,3605,1.0727,0.0511,0.1011,0.9924,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-05,2024,4,Q2,H1_stable,11688,3725,1.0381,0.0448,0.0833,0.9937,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-06,2024,4,Q2,H1_stable,11245,3652,1.0589,0.0458,0.0759,0.993,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-07,2024,4,Q2,H1_stable,11140,3692,1.0474,0.0512,0.0763,0.9935,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-08,2024,4,Q2,H1_stable,12250,3595,1.0757,0.0486,0.0985,0.9939,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-09,2024,4,Q2,H1_stable,11541,3661,1.0563,0.053,0.0901,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-10,2024,4,Q2,H1_stable,10921,3625,1.0668,0.0547,0.0795,0.9922,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-11,2024,4,Q2,H1_stable,11783,3644,1.0612,0.0453,0.0885,0.9926,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-12,2024,4,Q2,H1_stable,12110,3577,1.0811,0.0431,0.0985,0.9938,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-13,2024,4,Q2,H1_stable,11928,3707,1.0432,0.0434,0.0835,0.995,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-14,2024,4,Q2,H1_stable,11230,3654,1.0583,0.042,0.0807,0.9941,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-15,2024,4,Q2,H1_stable,11574,3724,1.0384,0.0399,0.0697,0.9961,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-16,2024,4,Q2,H1_stable,11978,3740,1.034,0.0416,0.0861,0.9942,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-17,2024,4,Q2,H1_stable,11656,3674,1.0525,0.0468,0.0747,0.9947,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-18,2024,4,Q2,H1_stable,12769,3673,1.0528,0.0531,0.0926,0.9931,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-19,2024,4,Q2,H1_stable,11630,3655,1.058,0.0417,0.0892,0.9949,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-20,2024,4,Q2,H1_stable,11657,3677,1.0517,0.0407,0.0739,0.9974,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
2024-04-21,2024,4,Q2,H1_stable,11534,3624,1.0671,0.041,0.0766,0.9963,True,MAE<=0.10C_and_RMSE<=0.20C,fixed_equation_evaluation_record
